Precio,Expensas,Direccion,Ambientes,Tipo,Url,Descripcion
250000,,71  e/ 1 y 2   , 1 Dorm,"Departamento en   Policlínico, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488621,Departamento interno de 1 dormitorio zona Policlínico. Sin expensas!
250000,,26  e/ 54 y 55   , 1 Dorm,"PH en   Parque San Martín, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489030,"depto 1 dormitorio con patio techado, 26 54 y 55 parque San Martin"
250000,20000,72  e/ 116 y 117   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489049,"Departamento un dormitorio, al frente, segundo piso por escalera. Contrato por 24 meses, ajuste semestral por ICL"
250000,,8  e/ 57 y 58   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489235,Departamento monoambiente al frente de 22 m2. Tercer piso por escalera.
250000,,61  e/ 1 y 2   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489313,"Inmejorable oportunidad. Ideal para estudiantes!! Excelente monoambiente ubicado en Calle 61 e/ 1 y 2, a tan solo cuadras de la mayoría de las Facultade..."
250000,23000,59  e/ 29 y 30   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489403,59 e/ 29 y 30. amplio monoambiente al frente. baño completo. opcion cochera.
250000,,61  e/ 21 y 22   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489123,Monoambiente sin expensas. Al frente. A la calle. Excelente ubicación.
250000,45000,20 Nro. 1410 entre 61 y 62 (3° B)    , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-369426,"Departamento monoambiente, tercer piso al frente.Cuenta con estar comedor, cocina y baño completo.Expensas aproximadas $45.000, incluye ABSA.CONT..."
250000,25000,18 n°570 e/ 43 y 44 Depto. 9    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-376795,Como departamento en buen estado. Excelente barrio. Bajas Expensas.Alberto Dacal Propiedades: Código de la propiedad 5 Argentina | G.B.A. Zon...
250000,7000,38 n° 1115  Piso 2 depto 5 e/ 17 y 18    , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-441607,"Departamentos MONOAMBIENTE al contrafrente, modernos y luminosos con la mejor orientación al sol. Se entregan con cortinas, mu..."
250000,50000,11 n° 1431 Depto 2d  e/  61 y 62    , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486173,CONTRAFRENTE MUY LUMINOSOAlberto Dacal Propiedades: Código de la propiedad Argentina | G.B.A. Zona Sur | La Plata | La Plata
250000,,Calle 64 al 300    , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486560,"Alquiler de Departamento MONOAMBIENTE, 64 e 1 y 2 La Plata Monoambiente ubicado en planta contrafrente.Instalación..."
250000,10000,45 128 1a    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487755,Departamento en Alquiler1 dormitorioBaño CompletoCocina con Barra1er piso por escaleraContra frentePosibilidad de cochera ($20.000) ...
250000,35000,18 entre 33 y 34 77 4d    , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488937,"Monoambiente divididoExpensas $35.000CONTRATO POR 2 AÑOS, CON AJUSTE CUATRIMESTRAL POR ICL.La información gráfica y escrita cont..."
250000,,71 al 100    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489189,"Departamento en alquiler. Ubicado en 71 entre 117 y boulevard 84.Desarrollado en planta baja. Estilo PHCuenta con cocina comedor. dormitorio, baño y..."
250000,,70  entre 25 y 26    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489290,"Departamento al frente, estar comedor, cocina con desayunador, dormitorio con placard, baño con antebaño, balcón y cochera descubierta..."
250000,20000,12 n° 728 Depto 3b  e/  46 y 47    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-349246,DEPARTAMENTO AL FRENTEAlberto Dacal Propiedades: Código de la propiedad Argentina | G.B.A. Zona Sur | La Plata | La Plata
250000,26000,49 esq. 5  n 491 Depto 6a    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-345689,"AL FRENTE, BUENA VISTA.Alberto Dacal Propiedades: Código de la propiedad Argentina | G.B.A. Zona Sur | La Plata | La Plata"
250000,29000,44 e/ 23 y 24 n 1432 Piso 3 Dpto b    , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-296946,"Excelente monoambiente en alquiler cocina semi separada con barra desayunadora .-Muy luminoso al frente con balcón, cuenta con aire acondicionado f..."
250000,,520  y 155  a estrenar    , 1 Dorm,"Departamento en   Melchor Romero, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-470361,
250000,,22  e/ 48 y 49   , Monoamb,"Departamento en   Barrio Norte, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487939,MONOAMBIENTE 2DO PISO POR ESCALERA
250000,50000,3  N°1324 e/ 59 y 60   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-362033,Ambiente único con baño completo y balcón. Tiene placard.
250000,20000,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ", 1 Dorm,41  N°105 e/ 121 y 122   ,https://www.inmobusqueda.com.ar/ficha-398436,"dueño directo alquila departamento, enviar mensaje por ."
250000,24000,70  e/ 6 y 7   , 1 Dorm,"Departamento en   Plaza España, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-313205,"70 e/ 6 y 7 DEPARTAMENTO 1 DORMITORIO . AMPLIO, EXPENSAS BAJAS PRIMER PISO POR ESCALERA COCINA COMEDOR Amplia con calefactor y barra-divisoria.un..."
250000,19000,1  N°1565 e/ 64 y 65   , Monoamb,"Departamento en   Plaza Mateu, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-352126,"1 (64 y 65) MONOAMBIENTE AMPLIO CON JARDÍN ARBOLADO $0 1 (64 Y 65), monoambiente amplio con jardín arbolado. Baño con ducha, cocina en L, ambient..."
250000,,138  y 70    , Monoamb,"Departamento en   Los Hornos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-433106,"Departamento monoambiente con aire acondiconado, entrada para auto chico, baño completo y patio. 4 CUADRAS DEL CENTRO."
250000,40000,48  N°1576 e/ 26 y 27   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-445324,"Muy buen monoambiente en primer piso por escalera, al frente, muy luminoso. Cocina separada, baño completo. Alquiler x 2 años con ajuste cuatrimestral: ..."
250000,,131  N°859 e/ 49 y 50   , 1 Dorm,"Departamento en   San Carlos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-449948,"Departamento al frente con balcon, ubicado en calle 131 e/ 49 y 50 n º859, un dormitorio con placard, livingcocina con bajo mesada /alacena comedor, baño..."
250000,39000,Diag 73  N°1534 e/ 56 y 10   , Monoamb,"Departamento en   Plaza Moreno, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-460218,UBICACIÓN DEL EDIFICIO: El edificio se encuentra en una ubicación estratégica y privilegiada de la ciudad: A 2 cuadras de Plaza Moreno (centro geográfi...
250000,130000,116  N°424 e/ 40 y 41   , 2 Dorm,"Departamento en   Hipodromo, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-463070,"Departamento ubicado en segundo piso por escalera, al frente. Ingresamos al living comedor, con aire acondicionado y tiro balanceado. Cocina con barra y ..."
250000,10000,80  N°146 e/ 121 y 122   , 2 Dorm,"Departamento en   Villa Elvira, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-465575,"Departamento nuevo de 2 dormir c/placar, cocina comedor y living amplio, baño, patio, balcón, terraza c/parrilla. Posibilidad de cochera"
250000,,142 bis  N°505 e/ 58 y 59   , 1 Dorm,"Departamento en   Los Hornos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-470855,"Depto en planta baja en barrio D Funes. Jardín al frente con cochera techada. Consta de cocina-comedor (con artefacto de cocina, termotanque y estufa a gas..."
250000,,66  e/ 140 y 141   , 1 Dorm,"Departamento en   Los Hornos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-478495,"66 e/ 140 y 141. Departamento en Alquiler al frente. Consta de comedor, cocina separada, dormitorio con placard, baño completo y lavadero. Departamento amp..."
250000,13000,70  e/ 15 y 16   , 1 Dorm,"Duplex en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-480902,"70 e 15 y 16. Departamento tipo duplex en planta baja, contra frente. PB posee cocina-comedor con muebles bajo mesada, calefactor . En PA posee un (1) dorm..."
250000,,38  y 136    , 1 Dorm,"Departamento en   San Carlos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-481441,"*Departamento en Primer Piso Ideal para Tu Nuevo Hogar* Te presentamos este cómodo departamento en primer piso, perfecto para quie..."
250000,,37  N°1229 e/ 19 y 20   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-483595,"calle 37 e/ 19 y 20. 2º piso depto ""A"". Monoambiente en excelente barrio, amplio con cocina incorporada, conexión para lavarropas, baño completo y balcón a..."
250000,31000,45  e/ 17 y 18   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-483635,MONOAMBIENTE AL FRENTE NO ADMITE MASCOTAS COCINA SEPARADA POR PASAPLATOS ALACENAS BAJO MESADA CONEXION PARA LAVARROPAS AUTOMATICO TERMOTANQUE DE 60...
250000,,15  e/ 40 y 41 a estrenar    , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485730,"Excelente monoambiente a estrenar, con balcón al contrafrente, placard, cocina separada con barra desayunadora y muebles bajo y sobremesada. Luminarias, co..."
250000,37500,61  N°67 e/ 118 y 119   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488788,"Amplio Monoambiente de 25 m2 aprox, cuenta con sector de cocina equipado con mueble bajo mesada, placard empotrado, baño completo y balcón al frente. Seg..."
250000,70000,53  e/ 11 y 12   , Monoamb,"Departamento en   Plaza Moreno, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489122,Monoambiente al frente. Cocina separada con Lavadero. Baño completo Consultas al
250000,1600,74  e/ 14 y 15   , Monoamb,"Departamento en   Altos de San Lorenzo, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-331850,"Monoambiente moderno en perfecto estado. ALQUILER POR 2 AÑOS CON AUMENTO CADA 4 MESES, SEGUN EL ICL ."
250000,,115  N°1788 e/ 68 y 69   , Monoamb,"Departamento en   Mondongo, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-352368,"Monoambiente ubicado en calle 115 entre 68 y 69, a escasos minutos caminando de las facultades de medicina, agronomía, psicología, veterinaria, etc. Totalm..."
250000,,120  e/ 63 y 64   , 1 Dorm,"Departamento en   Zona Universidades Bosque, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-303906,"120 e/ 63 y 64, departamentos Alquiler en primer piso por escalera, cuentan con cocina comedor con salida al balcón, un dormitorio y baño completo, cuenta ..."
250000,22000,59  N°366 e/ 2 y 3   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-41145,"Monoambiente, cocina, comedor con placard divisorio, baño completo. Alquiler x 2 años con ajuste cuatrimestral: 1º cuatrimestre: $250.000 + Expensas (A..."
250000,,47  e/ 143 y 144   , 1 Dorm,"Departamento en   San Carlos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-193920,Se requiere garantía propietaria y recibos de sueldos de garante e inquilino. O tres garantes con recibos de sueldos de empleo con estabilidad laboral. Tam...
255000,25000,Diag 73 n° 1332 e/ 8 y 9 Depto 2c    , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486177,"EXCELENTE MONOAMBIENTE AL CONTRAFRENTE MUY AMPLIO. COCINA SEPARADA. BUENA VISTA, MUY LUMINOSO. Alberto Dacal Propiedades: Código de la propiedad ..."
260000,,47  N°925 e/ 13 y 14   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486954,"47 entre 13 y 14 . PISO 1. MONOAMBIENTE EN EXCELENTE ZONA. ALQUILER. Monoambiente con placard empotrado, baño completo y kitchinette con bajo mesada (NO..."
260000,30000,Diagonal 73  e/ 54 y 55   , Monoamb,"Departamento en   Plaza Moreno, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488121,"Impecable Monoambiente al frente, muy luminoso, estar divisible, baño completo, cocina equipada, agua caliente por caldera central. Contrato por 2 años, c..."
260000,45000,8 n° 780 entre 47 y 48 Dpto.11 Galeria Geminix    , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-419735,"Departamento de un dormitorio, dentro de la Galeria Geminix, con salida a calle 8.-Alberto Dacal Propiedades: Código de la propiedad Argenti..."
260000,100000,7 n ° 1913 e/ 71 y 72 Dpto. 5b    , Monoamb,"Departamento en   San Carlos, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-460946,"Monoambiente al frente a estrenar, muy luminoso, excelente vista, se entrega con cortinas blackout.- Alberto Dacal Propiedades: Código de..."
260000,,13 esquina 79    , 1 Dorm,"Departamento en   Villa Elvira, Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-480156,"Departamento desarrollado en planta alta por escalera. Ingreso a living-comedor,Cocina separada con muebles bajo y sobre mesada.Cuenta con un dormitorio...."
260000,,"18 Nro. 486/488, Piso 5°, Depto. Â¨dÂ¨ e/ 41 y 42    ", Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489462,"Monoambiente al contrafrente en excelente estado, ambiente con placard, balcón con deck, cocina integrada, y baño completo. TB y cortinas de ..."
260000,29000,47  e/ 13 y 14   , Monoamb,"Departamento en   Tribunales, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-328341,"MONOAMBIENTE luminoso (frente al Palacio de Tribunales) ubicado en un 5to piso por ascensor. Muy luminoso, cocina con muebles bajo mesada, calefón y anafe ..."
260000,21000,3  e/ 55 y 56   , Monoamb,"Departamento en   Zona Universidades Centro, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-332239,"Buena iluminación y ventilación, calefacción por tiro balanceado, cocina con mueble bajo mesada. REQUISITOS UNA GARANTÍA PROPIETARIA Y 2 RECIBOS DE SU..."
260000,,39  e/ 1 y 2   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-416362,"39 1 Y 2: Departamento tipo monoambiente ubicado en planta alta, consta de ambiente unico con cocina con muebles bajo mesada alacena, conexion para lavarro..."
260000,,22  e/ 65 y 66   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-417232,"Departamento de 1 dormitorio ubicado en un 1º. Cuenta con cocina comedor equipada con muebles bajo y sobremesada de madera, dormitorio con alfombra y placa..."
260000,25000,71  N°1422 e/ 23 y 24   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-465205,Monoambiente con terraza privada  71 entre 23 y 24  Meridiano V  La Plata Departamento situado en segundo piso por escalera. De 30m2 cubiertos más 30m2...
260000,46000,12  N°836 e/ 48 y 49   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-485396,DEPARTAMENTO DE UN DORMITORIO EXCELENTE UBICACIÓN AMPLIO LUGAR DE GUARDADO A METROS DE PLAZA MORENO
260000,52500,41  e/ 1 y 2   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486381,"Monoambiente c/Balcón en calle 41 entre 1 Y 2 , La Plata Cuenta con: ambiente único divisible, cocina c/mueble bajomesada, c/instalación para lavarropas..."
260000,111,57  e/ 10 y 11   , Monoamb,"Departamento en   Centro calle 8, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-486499,"57 Y 10.(fotos del aviso) Alquiler (monoambiente) Edificio centrico (2do piso al fte c/ascensor) ambiente único fte con placard, cocina separada con bar..."
260000,38000,6  e/ 33 y 34   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487505,Hermoso monoambiente en casco de la ciudad. Ubicado al frente con balcón. Posee bajo mesada y alacenas. Aire acondicionado. Baño completo.
260000,51400,4  e/ 38 y 39   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-487681,"Monoambiente en calle 4 entre 38 y 39 , La Plata Cuenta con: ambiente único, cocina c/mueble bajomesada, baño completo y jardín con parrilla. Asimismo, ..."
260000,111,45  N°715 e/ 9 y 10   , Monoamb,"Departamento en   Centro calle 8, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488034,"45 Y 10 Alquiler Departamento monoambiente Edif. centrico (2do piso al fte) ambiente único divisible con cocina integrada, estar y baño completo, valor ($..."
260000,26000,59  N°1533 e/ 25 y 26   , Monoamb,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-488629,"Monoambiente AMPLIO es contrafrente, 2° piso por ascensor. Cocina con bajomesada, baño con bañera(restaurado). Contrato por dos años con aumentos cuatr..."
260000,111,45  e/ 20 y 21   , Monoamb,"Departamento en   La Loma, La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-489017,"45 Y 20 ALQUILER MONOANBIENTE Edificio (2do piso x esc c/fte) ambiente único divisible con cocina incorporada, lavadero, placard, aire acondicionado, bañ..."
260000,17250,46  N°1374 e/ 22 y 23   , 1 Dorm,"Departamento en   La Plata (Casco Urbano), Pdo. de La Plata  ",https://www.inmobusqueda.com.ar/ficha-319368,"2do piso por escalera. 1 dormitorio con placard, baño completo, cocina comedor con muebles bajomesadas. Bajas expensas (aprox $). PRESUPUESTO IN..."
